scenario_global_id,scenario_index_in_size,combo_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,mrr
ground_truth_size_1,380,1,"[('containsIngredient', 'SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY')]",499,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,381,1,"[('containsIngredient', 'Green bean, canned')]",774,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,382,1,"[('containsIngredient', 'ASPARAGUS,RAW')]",1006,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,383,1,"[('containsIngredient', 'MUSTARD,PREPARED,YELLOW')]",677,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,384,1,"[('containsIngredient', 'BLUEBERRIES,RAW')]",806,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,385,1,"[('containsIngredient', 'COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND')]",484,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,386,1,"[('containsIngredient', 'ONIONS,YOUNG GRN,TOPS ONLY')]",4590,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,387,1,"[('containsIngredient', 'Onion, purple, dried')]",2318,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,388,1,"[('containsIngredient', 'PECANS')]",2364,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,389,1,"[('containsIngredient', 'Sweet pepper green raw')]",3640,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,390,1,"[('containsIngredient', 'CORNSTARCH')]",3709,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,391,1,"[('containsIngredient', 'Soy sauce salt')]",3912,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,392,1,"[('containsIngredient', 'TURMERIC,GROUND')]",1437,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,393,1,"[('containsIngredient', 'PAPRIKA')]",3639,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,394,1,"[('containsIngredient', 'Flour rice')]",10507,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,395,1,"[('containsIngredient', 'Salt sea')]",39502,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,396,1,"[('containsIngredient', 'CHEESE,PARMESAN,GRATED')]",6859,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,397,1,"[('containsIngredient', 'GARLIC POWDER')]",4564,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,398,1,"[('containsIngredient', 'SHORTENING,VEG,HOUSEHOLD,COMP')]",1273,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,399,1,"[('containsIngredient', 'RAISINS,SEEDED')]",1701,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,400,1,"[('containsIngredient', 'Flour wheat white')]",1751,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,401,1,"[('containsIngredient', 'ONIONS,RAW')]",20637,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,402,1,"[('containsIngredient', 'Catsup')]",1761,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,403,1,"[('containsIngredient', 'Celery, stem')]",4572,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,404,1,"[('containsIngredient', 'Cinnamon powder')]",8911,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,405,1,"[('containsIngredient', 'CUMIN SEED')]",4872,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,406,1,"[('containsIngredient', 'OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)')]",1229,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,407,1,"[('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",2894,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,408,1,"[('containsIngredient', 'LEAVENING AGENTS,BAKING SODA')]",5905,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,409,1,"[('containsIngredient', 'MUSHROOMS,WHITE,RAW')]",2209,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,410,1,"[('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",3801,90656,1.0,1.0,1.0,1.0
ground_truth_size_1,411,1,"[('containsIngredient', 'Salad shrimp')]",1266,90656,1.0,1.0,1.0,1.0
