scenario_global_id,scenario_index_in_size,combo_size,criteria,matching_recipe_count,candidate_recipe_count,hits@1,hits@5,hits@10,mrr
ground_truth_size_2,5663,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'ASPARAGUS,RAW')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5664,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'MUSTARD,PREPARED,YELLOW')]",1,90656,0.0,1.0,1.0,0.5
ground_truth_size_2,5665,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'BLUEBERRIES,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5666,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5667,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'ONIONS,YOUNG GRN,TOPS ONLY')]",24,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5668,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'Onion, purple, dried')]",10,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5669,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'PECANS')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5670,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'Sweet pepper green raw')]",13,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5671,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'CORNSTARCH')]",25,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5672,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'Soy sauce salt')]",25,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5673,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'PAPRIKA')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5674,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'Flour rice')]",13,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5675,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'Salt sea')]",73,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5676,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'CHEESE,PARMESAN,GRATED')]",48,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5677,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'GARLIC POWDER')]",12,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5678,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'RAISINS,SEEDED')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5679,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'Flour wheat white')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5680,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'ONIONS,RAW')]",68,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5681,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'Catsup')]",1,90656,0.0,1.0,1.0,0.3333333333333333
ground_truth_size_2,5682,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'Celery, stem')]",19,90656,0.0,1.0,1.0,0.5
ground_truth_size_2,5683,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'Cinnamon powder')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5684,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'CUMIN SEED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5685,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5686,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5687,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'MUSHROOMS,WHITE,RAW')]",13,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5688,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",20,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5689,2,"[('containsIngredient', 'BROCCOLI,FLOWER CLUSTERS,RAW'), ('containsIngredient', 'Salad shrimp')]",8,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5690,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Rocket, arrugula')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5691,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'SOUP,CHICK BROTH,CND,LESS/REDUCED NA')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5692,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Cabbage sauerkraut raw')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5693,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'ALCOHOLIC BEV,DISTILLED,WHISKEY,86 PROOF')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5694,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5695,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5696,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CRABAPPLES,RAW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5697,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CHEESE,BLUE')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5698,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5699,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'MARMALADE,ORANGE')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5700,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CHOCOLATE,DK,60-69% CACAO SOL')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5701,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'PUMPKIN PIE SPICE')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5702,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'KASHI PESTO PASTA PRIMAVERA,FRZ,UNPREP')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5703,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CRANBERRIES,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5704,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Pepper red hot paste')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5705,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Eggplant, aubergine, long')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5706,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Corn, sweet')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5707,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CLOVES,GROUND')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5708,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Cabbage, white')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5709,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Pineapple')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5710,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'YOGURT,GREEK,PLN,NONFAT')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5711,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'RICE,BROWN,LONG-GRAIN,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5712,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Potato,yellow, Marfona, Granola, Marabel')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5713,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CHEESE,PAST PROCESS,SWISS')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5714,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5715,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Green bean, canned')]",1,90656,0.0,0.0,1.0,0.14285714285714285
ground_truth_size_2,5716,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'ASPARAGUS,RAW')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5717,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'MUSTARD,PREPARED,YELLOW')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5718,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'ONIONS,YOUNG GRN,TOPS ONLY')]",13,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5719,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Onion, purple, dried')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5720,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'PECANS')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5721,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Sweet pepper green raw')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5722,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CORNSTARCH')]",19,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5723,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Soy sauce salt')]",28,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5724,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'TURMERIC,GROUND')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5725,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'PAPRIKA')]",20,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5726,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Flour rice')]",25,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5727,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Salt sea')]",85,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5728,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CHEESE,PARMESAN,GRATED')]",12,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5729,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'GARLIC POWDER')]",29,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5730,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'ONIONS,RAW')]",59,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5731,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Catsup')]",9,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5732,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Celery, stem')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5733,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'Cinnamon powder')]",9,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5734,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'CUMIN SEED')]",19,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5735,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'OLIVES,RIPE,CND (JUMBO-SUPER COLOSSAL)')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5736,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'SAUCE,WORCESTERSHIRE')]",14,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5737,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'MUSHROOMS,WHITE,RAW')]",13,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5738,2,"[('containsIngredient', 'PORK,FRSH,LOIN,TOP LOIN (CHOPS),BNLESS,LN,CKD,PAN-FRIED'), ('containsIngredient', 'SOUP,CHICK BROTH,RTS')]",19,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5739,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'GELATINS,DRY PDR,UNSWTND')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5740,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'ALCOHOLIC BEV,DISTILLED,WHISKEY,86 PROOF')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5741,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'SCALLOP,(BAY&SEA),CKD,STMD')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5742,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'MILK,LOWFAT,FLUID,1% MILKFAT,W/ ADDED VIT A & VITAMIN D')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5743,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5744,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'CARAWAY SEED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5745,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'SILK VANILLA,SOYMILK')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5746,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'WHEAT FLR,WHITE,CAKE,ENR')]",3,90656,0.0,1.0,1.0,0.5
ground_truth_size_2,5747,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'SUGAR,TURBINADO')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5748,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'MARMALADE,ORANGE')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5749,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'SAUSAGE,ITALIAN,PORK,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5750,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'COFFEE,INST,W/CHICORY,PDR')]",16,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5751,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'CHOCOLATE,DK,60-69% CACAO SOL')]",6,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5752,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'PUMPKIN PIE SPICE')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5753,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'PEANUT BUTTER W/ OMEGA-3,CREAMY')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5754,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'CRANBERRIES,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5755,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'SEEDS,FLAXSEED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5756,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'MOLASSES')]",9,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5757,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'CLOVES,GROUND')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5758,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'EGG SUBSTITUTE,POWDER')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5759,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'LEEKS,(BULB&LOWER LEAF-PORTION),RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5760,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'Pineapple')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5761,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'CANDIES,MARSHMALLOWS')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5762,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'CEREALS,QUAKER,QUICK OATS,DRY')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5763,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'CHEESE,RICOTTA,WHOLE MILK')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5764,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'SOUP,BOUILLON CUBES&GRANULES,LO NA,DRY')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5765,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'ASPARAGUS,RAW')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5766,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'BLUEBERRIES,RAW')]",1,90656,0.0,1.0,1.0,0.3333333333333333
ground_truth_size_2,5767,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,CND')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5768,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'ONIONS,YOUNG GRN,TOPS ONLY')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5769,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'Onion, purple, dried')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5770,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'PECANS')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5771,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'CORNSTARCH')]",9,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5772,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'Soy sauce salt')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5773,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'TURMERIC,GROUND')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5774,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'PAPRIKA')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5775,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'Flour rice')]",36,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5776,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'Salt sea')]",89,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5777,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'CHEESE,PARMESAN,GRATED')]",1,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5778,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'GARLIC POWDER')]",4,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5779,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'SHORTENING,VEG,HOUSEHOLD,COMP')]",13,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5780,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'RAISINS,SEEDED')]",5,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5781,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'Flour wheat white')]",3,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5782,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'ONIONS,RAW')]",7,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5783,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'Catsup')]",2,90656,1.0,1.0,1.0,1.0
ground_truth_size_2,5784,2,"[('containsIngredient', 'COFFEE,BREWED,ESPRESSO,REST-PREP'), ('containsIngredient', 'Celery, stem')]",1,90656,1.0,1.0,1.0,1.0
